county_code,site_code,parameter_code,year,latitude,longitude,sample_duration,pollutant_standard,metric_used,units,arithmetic_mean,first_max_value,second_max_value
25,6,42101,2010,32.677833,-115.390544,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.380928,4.2,3.6
25,6,42101,2010,32.677833,-115.390544,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.385009,2.8,2.6
25,1003,42101,2010,32.79222,-115.56306,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.460532,3.5,3.0
25,1003,42101,2010,32.79222,-115.56306,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.462005,2.3,2.2
29,10,42101,2010,35.385574,-119.015009,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.510101,2.1,1.6
29,10,42101,2010,35.385574,-119.015009,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.509091,1.4,1.3
37,2,42101,2010,34.1365,-117.92391,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.397385,2.5,1.8
37,2,42101,2010,34.1365,-117.92391,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.400349,1.4,1.4
37,16,42101,2010,34.14435,-117.85036,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.392286,1.7,1.5
37,16,42101,2010,34.14435,-117.85036,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.396877,1.2,1.2
37,113,42101,2010,34.051109999999994,-118.45636,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.354387,2.0,1.8
37,113,42101,2010,34.051109999999994,-118.45636,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.359031,1.4,1.4
37,1002,42101,2010,34.17605,-118.31712,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.4573890000000001,2.6,2.6
37,1002,42101,2010,34.17605,-118.31712,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.463084,2.4,2.3
37,1103,42101,2010,34.066590000000005,-118.22688,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.528358,2.7,2.6
37,1103,42101,2010,34.066590000000005,-118.22688,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.534115,2.3,2.3
37,1201,42101,2010,34.19925,-118.53276,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.406673,3.3,3.1
37,1201,42101,2010,34.19925,-118.53276,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.413755,2.6,2.5
37,1302,42101,2010,33.901389,-118.205,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.7453609999999999,6.0,5.5
37,1302,42101,2010,33.901389,-118.205,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.760624,3.6,3.6
37,1602,42101,2010,34.010290000000005,-118.0685,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.421421,2.3,2.1
37,1602,42101,2010,34.010290000000005,-118.0685,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.426382,1.9,1.8
37,1701,42101,2010,34.067029999999995,-117.7514,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.513018,2.7,2.5
37,1701,42101,2010,34.067029999999995,-117.7514,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.51932,1.8,1.8
37,2005,42101,2010,34.1326,-118.1272,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.547852,2.4,2.3
37,2005,42101,2010,34.1326,-118.1272,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.551084,1.9,1.9
37,4002,42101,2010,33.82376,-118.18921,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.402217,3.2,2.6
37,4002,42101,2010,33.82376,-118.18921,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.407256,2.1,2.1
37,4006,42101,2010,33.8025,-118.22,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.363795,4.1,4.1
37,4006,42101,2010,33.8025,-118.22,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.372811,2.6,2.6
37,5005,42101,2010,33.95507,-118.43049,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.35580300000000004,2.6,2.6
37,5005,42101,2010,33.95507,-118.43049,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.35877800000000004,2.2,2.2
37,6012,42101,2010,34.38344,-118.5284,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.20131,1.5,1.3
37,6012,42101,2010,34.38344,-118.5284,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.205277,1.1,1.1
37,9033,42101,2010,34.669739,-118.130511,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.16022899999999998,1.8,1.6
37,9033,42101,2010,34.669739,-118.130511,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.162438,1.2,1.2
41,1,42101,2010,37.97231,-122.520004,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.353089,1.7,1.6
41,1,42101,2010,37.97231,-122.520004,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.354405,1.1,1.1
53,1003,42101,2010,36.694261,-121.623271,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.38023,1.3,1.3
53,1003,42101,2010,36.694261,-121.623271,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.381921,0.8,0.8
55,3,42101,2010,38.310942,-122.29618899999998,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.383558,2.3,2.0
55,3,42101,2010,38.310942,-122.29618899999998,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.386789,1.4,1.3
59,7,42101,2010,33.83062,-117.93845,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.441025,2.7,2.6
59,7,42101,2010,33.83062,-117.93845,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.44787,2.0,2.0
59,1003,42101,2010,33.674640000000004,-117.92568,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.243036,2.4,2.3
59,1003,42101,2010,33.674640000000004,-117.92568,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.245805,2.1,2.1
59,2022,42101,2010,33.63003,-117.67593,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.208066,1.2,1.2
59,2022,42101,2010,33.63003,-117.67593,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.211429,0.9,0.9
59,5001,42101,2010,33.92513,-117.95264,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.490841,3.4,3.2
59,5001,42101,2010,33.92513,-117.95264,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.4967,1.8,1.8
65,4,42101,2010,34.007,-117.521,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.368093,2.1,2.1
65,4,42101,2010,34.007,-117.521,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.375774,2.0,2.0
65,1003,42101,2010,33.94603,-117.40063,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.419995,2.5,2.3
65,1003,42101,2010,33.94603,-117.40063,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.425273,1.7,1.7
65,5001,42101,2010,33.85275,-116.54101,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.177043,1.6,1.6
65,5001,42101,2010,33.85275,-116.54101,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.178521,0.6,0.6
65,8001,42101,2010,33.99958,-117.41601,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.467407,2.3,2.1
65,8001,42101,2010,33.99958,-117.41601,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.4766,1.9,1.8
65,8005,42101,2010,33.99636,-117.4924,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.391535,2.9,2.3
65,8005,42101,2010,33.99636,-117.4924,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.397636,1.9,1.9
65,9001,42101,2010,33.67649,-117.33098,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.209655,1.1,0.9
65,9001,42101,2010,33.67649,-117.33098,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.213614,0.7,0.7
67,2,42101,2010,38.71209,-121.38109,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.322,3.1,1.8
67,2,42101,2010,38.71209,-121.38109,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.324409,1.2,1.2
67,6,42101,2010,38.613779,-121.368014,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.28322,1.9,1.9
67,6,42101,2010,38.613779,-121.368014,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.286073,1.6,1.6
67,7,42101,2010,38.609905,-121.38106299999998,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.470421,2.3,2.2
67,7,42101,2010,38.609905,-121.38106299999998,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.474531,1.9,1.9
67,14,42101,2010,38.650783,-121.506767,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.286317,1.6,1.5
67,14,42101,2010,38.650783,-121.506767,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.28887,1.2,1.2
71,1,42101,2010,34.89398,-117.024804,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.253921,1.3,1.1
71,1,42101,2010,34.89398,-117.024804,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.257355,0.9,0.9
71,306,42101,2010,34.510961,-117.32554,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.312125,8.7,5.3
71,306,42101,2010,34.510961,-117.32554,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.314462,2.3,2.3
71,1004,42101,2010,34.10374,-117.62914,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.42464,2.3,2.1
71,1004,42101,2010,34.10374,-117.62914,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.429518,1.8,1.8
71,2002,42101,2010,34.10002,-117.49201,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.318944,2.7,1.9
71,2002,42101,2010,34.10002,-117.49201,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.32542600000000005,1.4,1.4
71,9004,42101,2010,34.106678,-117.27406299999998,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.365473,2.1,2.0
71,9004,42101,2010,34.106678,-117.27406299999998,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.371024,1.7,1.7
73,1,42101,2010,32.631242,-117.059088,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.725106,2.1,2.0
73,1,42101,2010,32.631242,-117.059088,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.729054,1.6,1.6
73,1002,42101,2010,33.127769,-117.075086,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.563491,3.9,3.8
73,1002,42101,2010,33.127769,-117.075086,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.568082,2.5,2.4
73,1010,42101,2010,32.701492,-117.149653,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.520741,2.8,2.6
73,1010,42101,2010,32.701492,-117.149653,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.5276069999999999,2.2,2.1
73,2007,42101,2010,32.552164000000005,-116.937772,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.928,3.1,3.0
73,2007,42101,2010,32.552164000000005,-116.937772,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.942383,2.2,2.1
75,5,42101,2010,37.765946,-122.399044,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.207258,1.8,1.7
75,5,42101,2010,37.765946,-122.399044,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.209148,1.4,1.4
77,1002,42101,2010,37.950741,-121.268523,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.14386600000000002,2.8,2.4
77,1002,42101,2010,37.950741,-121.268523,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.14566700000000002,1.6,1.6
81,1001,42101,2010,37.482934,-122.20337,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.448509,3.3,3.0
81,1001,42101,2010,37.482934,-122.20337,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.451348,1.7,1.7
83,11,42101,2010,34.427775,-119.691218,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.232345,3.2,2.8
83,11,42101,2010,34.427775,-119.691218,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.235659,1.1,1.1
83,1008,42101,2010,34.942871999999994,-120.435611,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.207527,1.9,1.6
83,1008,42101,2010,34.942871999999994,-120.435611,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.209157,1.0,1.0
83,1025,42101,2010,34.489740000000005,-120.04692,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.203537,0.6,0.6
83,1025,42101,2010,34.489740000000005,-120.04692,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.204131,0.5,0.5
83,2004,42101,2010,34.63782,-120.4575,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.072408,1.5,1.1
83,2004,42101,2010,34.63782,-120.4575,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.07172200000000001,0.5,0.5
83,2011,42101,2010,34.44551,-119.8284,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.15,2.0,1.4
83,2011,42101,2010,34.44551,-119.8284,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.150826,0.6,0.6
83,4003,42101,2010,34.5959,-120.631315,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.058692,0.6,0.6
83,4003,42101,2010,34.5959,-120.631315,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.058097,0.6,0.6
85,5,42101,2010,37.348497,-121.894898,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.34871,2.77,2.67
85,5,42101,2010,37.348497,-121.894898,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.350509,2.2,2.2
85,2009,42101,2010,37.318435,-122.069705,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.372992,1.5,1.3
85,2009,42101,2010,37.318435,-122.069705,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.375027,0.9,0.9
87,3,42101,2010,37.011894,-122.19441299999998,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.293742,3.0,0.7
87,3,42101,2010,37.011894,-122.19441299999998,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.293223,0.6,0.6
95,4,42101,2010,38.102507,-122.237976,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.350609,2.9,2.6
95,4,42101,2010,38.102507,-122.237976,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.354347,1.9,1.9
97,3,42101,2010,38.443503,-122.710169,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.33925900000000003,2.5,1.8
97,3,42101,2010,38.443503,-122.710169,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.340272,1.1,1.1
99,5,42101,2010,37.64216500000001,-120.994212,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.150605,2.4,2.3
99,5,42101,2010,37.64216500000001,-120.994212,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.153861,1.8,1.8
99,6,42101,2010,37.488317,-120.836008,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.339056,2.1,1.7
99,6,42101,2010,37.488317,-120.836008,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.342467,1.5,1.5
1,9,42101,2011,37.743065,-122.169935,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.273393,4.1,3.7
1,9,42101,2011,37.743065,-122.169935,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.275355,1.5,1.5
1,11,42101,2011,37.814781,-122.282347,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.372964,3.5,3.5
1,11,42101,2011,37.814781,-122.282347,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.376319,2.7,2.7
7,2,42101,2011,39.757371,-121.843286,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.278584,2.6,2.5
7,2,42101,2011,39.757371,-121.843286,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.283662,2.1,2.1
13,2,42101,2011,37.936013,-122.026154,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.34697,1.6,1.5
13,2,42101,2011,37.936013,-122.026154,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.34988400000000003,1.2,1.2
13,1002,42101,2011,38.006311,-121.641918,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.29296,1.4,1.3
13,1002,42101,2011,38.006311,-121.641918,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.294076,0.9,0.9
13,1004,42101,2011,37.9604,-122.356811,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.338335,1.9,1.8
13,1004,42101,2011,37.9604,-122.356811,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.340514,1.0,1.0
19,7,42101,2011,36.705474,-119.741332,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.367773,2.8,2.6
19,7,42101,2011,36.705474,-119.741332,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.372742,1.7,1.7
19,8,42101,2011,36.781333,-119.77319,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.236711,3.1,2.1
19,8,42101,2011,36.781333,-119.77319,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.242612,1.8,1.7
19,8,42101,2011,36.781333,-119.77319,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.381782,3.065,3.03
19,8,42101,2011,36.781333,-119.77319,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.381685,2.3,2.2
19,242,42101,2011,36.841592,-119.874739,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.292648,3.2,2.1
19,242,42101,2011,36.841592,-119.874739,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.295375,1.6,1.6
19,5001,42101,2011,36.819449,-119.716433,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.321795,2.1,2.0
19,5001,42101,2011,36.819449,-119.716433,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.322934,1.4,1.4
23,1004,42101,2011,40.77678,-124.17949,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.255522,1.5,1.3
23,1004,42101,2011,40.77678,-124.17949,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.256734,1.0,0.9
23,1005,42101,2011,40.71528,-124.20139,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.463883,1.7,1.7
23,1005,42101,2011,40.71528,-124.20139,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.464969,1.6,1.6
25,5,42101,2011,32.67618,-115.48307,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.8638239999999999,7.7,7.5
25,5,42101,2011,32.67618,-115.48307,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Parts per million,0.86785,6.1,6.0
25,1003,42101,2011,32.79222,-115.56306,1 HOUR,CO 1-hour 1971,Obseved hourly values,Parts per million,0.348168,2.7,2.6
